drug_name,rx_normcui,class,drug_name_broad,term_type,name,drug
Bayer Aspirin Chewable Product,1295996,Aspirin,Aspirin,,,
Bayer Aspirin Oral Product,1168628,Aspirin,Aspirin,,,
Bayer Aspirin PM Reformulated Nov 2011,1193079,Aspirin,Aspirin,,,
Bayer Aspirin Pill,1168631,Aspirin,Aspirin,,,
Bayer Womens,1722690,Aspirin,Aspirin,,,
Bayer Womens Oral Product,1722693,Aspirin,Aspirin,,,
Bayer Womens Pill,1722694,Aspirin,Aspirin,,,
Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,898362,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,898362,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [L,898366,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [L,898366,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 10 MG Oral Tablet,898687,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 10 MG Oral Tablet [Lotensin],898689,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,898367,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,898367,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [L,898371,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [L,898371,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet,898372,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet,898372,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet [Lot,898376,ACE inhibitor,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG / Hydrochlorothiazide 25 MG Oral Tablet [Lot,898376,Thiazide,benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 20 MG Oral Tablet,898690,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 20 MG Oral Tablet [Lotensin],898692,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 40 MG Oral Tablet,898719,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 40 MG Oral Tablet [Lotensin],898721,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,898378,ACE inhibitor,Benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,898378,Thiazide,Benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Lo,898382,ACE inhibitor,Benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Lo,898382,Thiazide,Benazepril / Hydrochlorothiazide,,,
Benazepril hydrochloride 5 MG Oral Tablet,898723,ACE inhibitor,benazepril,,,
Benazepril hydrochloride 5 MG Oral Tablet [Lotensin],898725,ACE inhibitor,benazepril,,,
Bendroflumethiazide,1369,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide / Clonidine Oral Tablet,371584,Other antihypertensive,Bendroflumethiazide / Clonidine,,,
Bendroflumethiazide / Clonidine Oral Tablet,371584,Thiazide,Bendroflumethiazide / Clonidine,,,
Bendroflumethiazide / Meprobamate Oral Tablet,437827,Thiazide,Bendroflumethiazide / Meprobamate,,,
Bendroflumethiazide / Nadolol Oral Tablet,372977,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide / Nadolol Oral Tablet,372977,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide / Potassium Chloride Enteric Coated Tablet,375772,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide / Potassium Chloride Extended Release Tablet,437828,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide / Potassium Chloride Oral Tablet,371005,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide / Potassium Extended Release Tablet,385502,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide / Propranolol Extended Release Capsule,373656,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Propranolol Extended Release Capsule,373656,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Propranolol Oral Capsule,373655,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Propranolol Oral Capsule,373655,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Propranolol Oral Tablet,373657,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Propranolol Oral Tablet,373657,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide / Rauwolfia preparation Oral Tablet,371003,Thiazide,Bendroflumethiazide / Rauwolfia,,,
Bendroflumethiazide / Reserpine Oral Tablet,451201,Other antihypertensive,Bendroflumethiazide / Reserpine,,,
Bendroflumethiazide / Reserpine Oral Tablet,451201,Thiazide,Bendroflumethiazide / Reserpine,,,
Bendroflumethiazide / Spironolactone Oral Tablet,451922,Aldosterone blocker,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide / Spironolactone Oral Tablet,451922,Thiazide,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide / Timolol Oral Tablet,374136,Beta_blocker,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide / Timolol Oral Tablet,374136,Thiazide,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide 1.25 MG Oral Tablet,429502,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 10 MG Oral Tablet,197393,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 10 MG Oral Tablet [Naturetin],991211,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 100 MG / Spironolactone 5 MG Oral Tablet,432663,Aldosterone blocker,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide 100 MG / Spironolactone 5 MG Oral Tablet,432663,Thiazide,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide 2.5 MG / Potassium 7.7 MMOL Extended Release Oral Table,104264,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium 7.7 MMOL Extended Release Tablet,104264,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium 8.4 MMOL Extended Release Oral Table,104267,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium 8.4 MMOL Extended Release Tablet,104267,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 500 MG Oral Tablet,242961,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 573 MG Extended Release Ora,431741,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 573 MG Extended Release Tab,431741,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 6.7 MEQ Delayed Release Ora,308615,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 6.7 MEQ Enteric Coated Tabl,308615,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 630 MG Extended Release Ora,431740,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 630 MG Extended Release Tab,431740,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Potassium Chloride 630 MG Oral Tablet,250528,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 2.5 MG / Propranolol 80 MG Oral Tablet,249850,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 2.5 MG / Propranolol 80 MG Oral Tablet,249850,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 2.5 MG / Propranolol Hydrochloride 80 MG Oral Capsule,856615,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 2.5 MG / Propranolol Hydrochloride 80 MG Oral Capsule,856615,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 2.5 MG / Reserpine 0.1 MG Oral Tablet,428203,Other antihypertensive,Bendroflumethiazide / Reserpine,,,
Bendroflumethiazide 2.5 MG / Reserpine 0.1 MG Oral Tablet,428203,Thiazide,Bendroflumethiazide / Reserpine,,,
Bendroflumethiazide 2.5 MG / Timolol 10 MG Oral Tablet,250543,Beta_blocker,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide 2.5 MG / Timolol 10 MG Oral Tablet,250543,Thiazide,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide 2.5 MG Oral Tablet,308614,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 2.5 MG Oral Tablet [Aprinox],200792,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 2.5 MG Oral Tablet [Berkozide],200793,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 2.5 MG Oral Tablet [Centyl],200791,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 2.5 MG Oral Tablet [Neo-Bendromax],104211,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 200 MG / Meprobamate 3 MG Oral Tablet,430626,Thiazide,Bendroflumethiazide / Meprobamate,,,
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet,562344,Thiazide,Bendroflumethiazide / Rauwolfia,,,
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Fl,208065,Thiazide,Bendroflumethiazide / Rauwolfia,,,
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Ra,208066,Thiazide,Bendroflumethiazide / Rauwolfia,,,
Bendroflumethiazide 4 MG / Rauwolfia serpentina (USP) 50 MG Oral Tablet [Ro,208067,Thiazide,Bendroflumethiazide / Rauwolfia,,,
Bendroflumethiazide 5 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet,1233769,Other antihypertensive,Bendroflumethiazide / Clonidine,,,
Bendroflumethiazide 5 MG / Clonidine Hydrochloride 0.1 MG Oral Tablet,1233769,Thiazide,Bendroflumethiazide / Clonidine,,,
Bendroflumethiazide 5 MG / Nadolol 40 MG Oral Tablet,198000,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 40 MG Oral Tablet,198000,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 40 MG Oral Tablet [Corzide 40/5],208003,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 40 MG Oral Tablet [Corzide 40/5],208003,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 60 MG Oral Tablet,428757,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 60 MG Oral Tablet,428757,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet,198001,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet,198001,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet [Corgaretic 80],104324,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet [Corgaretic 80],104324,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet [Corzide 80/5],208029,Beta_blocker,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Nadolol 80 MG Oral Tablet [Corzide 80/5],208029,Thiazide,Bendroflumethiazide / Nadolol,,,
Bendroflumethiazide 5 MG / Potassium Chloride 500 MG Oral Tablet,245285,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 5 MG / Potassium Chloride 6.7 MEQ Delayed Release Oral,308618,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 5 MG / Potassium Chloride 6.7 MEQ Enteric Coated Tablet,308618,Thiazide,Bendroflumethiazide / Potassium,,,
Bendroflumethiazide 5 MG / Propranolol 160 MG Oral Tablet,250538,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 5 MG / Propranolol 160 MG Oral Tablet,250538,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 5 MG / Propranolol Hydrochloride 160 MG Extended Releas,856616,Beta_blocker,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 5 MG / Propranolol Hydrochloride 160 MG Extended Releas,856616,Thiazide,Bendroflumethiazide / Propranolol,,,
Bendroflumethiazide 5 MG / Timolol 20 MG Oral Tablet,250544,Beta_blocker,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide 5 MG / Timolol 20 MG Oral Tablet,250544,Thiazide,Bendroflumethiazide / Timolol,,,
Bendroflumethiazide 5 MG Extended Release Oral Tablet,308617,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Extended Release Tablet,308617,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet,197394,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Aprinox],200796,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Berkozide],200797,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Centyl],200794,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Naturetin],991221,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Neo-Bendromax],104212,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Neo-NaClex],200798,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 5 MG Oral Tablet [Urizid],200795,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide 50 MG / Spironolactone 2.5 MG Oral Tablet,432662,Aldosterone blocker,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide 50 MG / Spironolactone 2.5 MG Oral Tablet,432662,Thiazide,Bendroflumethiazide / Spironolactone,,,
Bendroflumethiazide Extended Release Tablet,375773,Thiazide,Bendroflumethiazide,,,
Bendroflumethiazide Oral Tablet,371004,Thiazide,Bendroflumethiazide,,,
Betaxolol,1520,Beta_blocker,Betaxolol,,,
Betaxolol Hydrochloride 10 MG Oral Tablet,1297753,Beta_blocker,Betaxolol,,,
Betaxolol Hydrochloride 10 MG Oral Tablet [Kerlone],1297755,Beta_blocker,Betaxolol,,,
Betaxolol Hydrochloride 20 MG Oral Tablet,1297757,Beta_blocker,Betaxolol,,,
Betaxolol Hydrochloride 20 MG Oral Tablet [Kerlone],1297759,Beta_blocker,Betaxolol,,,
Betaxolol Oral Tablet,371065,Beta_blocker,Betaxolol,,,
Bisoprolol,19484,Beta_blocker,Bisoprolol,,,
Bisoprolol / Hydrochlorothiazide Oral Tablet,371103,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol / Hydrochlorothiazide Oral Tablet,371103,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,427556,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,427556,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,437986,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,437986,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 1.25 MG Oral Tablet,865154,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854908,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854908,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac 1,854910,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac 1,854910,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 10 MG Oral Tablet,854901,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 10 MG Oral Tablet [Emcor],104349,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 10 MG Oral Tablet [Monocor],201344,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 10 MG Oral Tablet [Zebeta],854903,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854916,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854916,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac,854918,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac,854918,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 2.5 MG Oral Tablet,865155,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 3.75 MG Oral Tablet,865157,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854919,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,854919,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac 5/,854921,Beta_blocker,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet [Ziac 5/,854921,Thiazide,Bisoprolol / Hydrochlorothiazide,,,
Bisoprolol Fumarate 5 MG Oral Tablet,854905,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 5 MG Oral Tablet [Emcor LS],104348,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 5 MG Oral Tablet [Monocor],201343,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 5 MG Oral Tablet [Zebeta],854907,Beta_blocker,Bisoprolol,,,
Bisoprolol Fumarate 7.5 MG Oral Tablet,865159,Beta_blocker,Bisoprolol,,,
Bisoprolol Oral Tablet,371104,Beta_blocker,Bisoprolol,,,
Bufferin,215770,Aspirin,Aspirin,,,
Bufferin Oral Product,1168674,Aspirin,Aspirin,,,
Bufferin Pill,1168675,Aspirin,Aspirin,,,
Bumetanide,1808,Other Diuretics,Bumetanide,,,
Captopril,1998,ACE inhibitor,Captopril,,,
Captopril / Hydrochlorothiazide Oral Tablet,371253,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril / Hydrochlorothiazide Oral Tablet,371253,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 100 MG Oral Tablet,308962,ACE inhibitor,Captopril,,,
Captopril 100 MG Oral Tablet [Capoten],210994,ACE inhibitor,Captopril,,,
Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,428813,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 12.5 MG / Hydrochlorothiazide 25 MG Oral Tablet,428813,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 12.5 MG Oral Tablet,308963,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Acepril],201369,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Capoten],201370,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Ecopace],153275,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Hypapril],153460,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Hyteneze],226700,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Kaplon],153311,ACE inhibitor,Captopril,,,
Captopril 12.5 MG Oral Tablet [Tensopril],226706,ACE inhibitor,Captopril,,,
Captopril 2 MG Oral Tablet,428811,ACE inhibitor,Captopril,,,
Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,104370,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,104370,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,197436,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet,197436,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15],211053,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 25/15],211053,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,197437,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet,197437,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 25/25],211072,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 25/25],211072,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,428812,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,428812,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 25 MG Oral Tablet,317173,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Acepril],201371,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Capoten],201372,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Ecopace],153276,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Hypapril],153461,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Hyteneze],226701,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Kaplon],153312,ACE inhibitor,Captopril,,,
Captopril 25 MG Oral Tablet [Tensopril],226707,ACE inhibitor,Captopril,,,
Captopril 5 MG Oral Tablet,428810,ACE inhibitor,Captopril,,,
Captopril 5 MG/ML Oral Solution,199931,ACE inhibitor,Captopril,,,
Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet,197438,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet,197438,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 50/15],790297,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 15 MG Oral Tablet [Capozide 50/15],790297,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,197439,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet,197439,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 50/25],790296,ACE inhibitor,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capozide 50/25],790296,Thiazide,Captopril / Hydrochlorothiazide,,,
Captopril 50 MG Oral Tablet,308964,ACE inhibitor,Captopril,,,
